"Dera.Ghazi.Khan.to.Gujrat","Dera.Ghazi.Khan.to.Multan","Dera.Ghazi.Khan.to.Rahim.Yar.Khan","Gujrat.to.Dera.Ghazi.Khan","Gujrat.to.Multan","Gujrat.to.Rahim.Yar.Khan","Hirat.to.Kabul","Kabul.to.Tehran","Multan.to.Dera.Ghazi.Khan","Multan.to.Gujrat","Multan.to.Rahim.Yar.Khan","Quetta.to.Karachi","Rahim.Yar.Khan.to.Dera.Ghazi.Khan","Shiraz.to.Tehran","Sukkur.to.Karachi","Tehran.to.Kermanshah","Turbat.to.Karachi","Turbat.to.Sukkur"
0,3.39201776889666,0,1.7072432323125,0,0,0,0,0,2.42978073348084,1.68996168019676,0.639725432820416,0,0.285329159291309,0.648464596489315,0,0.226320769045028,0
0,2.07769820332454,0,2.08839189333311,0,0,0,0,0,0,1.87406605555094,0,0,0,1.37031532415619,0,0.10012504175252,0
0,2.84167704235719,0,2.43905169728396,0,0,0.636201178546891,0,2.69842016163106,0,1.90403607795586,0,0,0,1.08528943552945,0,0.0981209764459623,0
0,1.55792686338886,0,1.55701804116268,0,0,0,0,1.82331536912759,0,2.35204133167169,0,0,0,2.69745482651113,0,0.103936826021191,0
0,2.5753491860359,0,1.04707729802523,0,0,0,0,2.13068239607002,0,2.0416127827819,2.6042553057281,0,0,1.9156516755928,0,0.0662172169580267,0
0,1.03920661970873,0,0.541546709759733,0,0,0,0,3.0283290042584,0,2.12785381904342,3.49447846198155,0,0,1.56448662405978,0,0.119191426626404,0
0,0,0,0.524971545841288,0,0,0.186835001715144,0,1.28759230669655,0,1.96871829179043,4.42722981872253,0,0,2.3640663846697,0,0.10624409838913,0
0,0,0,0.554299706937589,0,2.41407011804459,0,0,1.04084965384223,0,2.44573910728183,3.37135297239813,0,0,0.898369663632986,0,0.132098900360402,0
0,0,0,0.522756903922413,0,0,0.183371656638278,0,0,0,1.12716019688425,1.24534533962888,0,0,1.41583955923094,0,0.160123221050779,0
0,0,0.499883729649825,0.347229893482762,0,0,0.283826414872095,0,0,0,1.47777109814786,1.92655770913586,0,0,0,0,0.183296062886521,0
0,0,0,0.536548722280741,0,0,0.359990099668468,0,0,0,0.807980649651518,1.57057590473336,0,0,0,0,0.124147109120048,0
0,0,0,0.612571275019861,0,0,0.165973796655015,0,0,0.23368904073397,0.890586028462505,2.58893730376601,0,0,0,0,0.0474635099113657,0
0,0.534047799201807,0.529860992649382,1.20662045374846,0,0,0.251628705449342,0,0,0,1.80386739345933,2.72048734883862,0,0,0,0,0.0566139330906741,0
0,0,0,0.840716433075543,0,0,0.113312671593473,0,0,0,2.00628657753373,2.56617460589742,0,0,0,0,0.0512792135663774,0
0,0,0,0,0,0,0,0,0,0,1.28641639630749,2.01455980281025,0.849617960678427,0,0,0,0.108393950390866,0
0,0,0,0,0,0,0,2.29992980670744,1.31971661060918,0,0.477040359371553,0.779068237089311,0.489940297077332,0.438167869863766,0,0,0.0858391199399264,0
0,0,0,0,0,0,0,2.2496317467267,0.931234134743009,0,0.546008918775701,0,0.3124808723776,0.477288542977038,0,0,0.11185458688175,0
0.245272509372623,0.222552770237562,0,0,0,0,0,1.84971629104115,0.436572199759585,0.0768426225618557,1.13887066828269,0,0.252353513272833,0.3753897901134,0,0,0.127026678191391,0
0.169682647160938,0.365060467842163,0,0,0.70006603255723,0,0,1.94456246936427,0,0.135341575990383,1.51566208959877,1.0096123406956,0.192249037700018,0.330248966393005,0,0,0.24681080354648,0
0.242459174013207,0.235015726517068,0,0,1.11005454197055,0,0,2.06275724126334,0,0,0.828803032985773,1.19854350382209,0.170261749542215,0.37824932393191,0,0.659673537035363,0.106831939388314,0
0,0.240086980280861,0,0,0.901914965444177,0,0,1.41896841201365,0.58393366947334,0,0.526075511465803,2.6037319118333,0.321064953960772,0.325034516807165,0,0,0.0881331654922989,0
0.544223595734557,0.854056782371747,0,0,1.0501372179682,0,0,0.958872456167232,1.15770577468836,0,0,0.866399553169557,0,0.714850794696758,0,0,0.134638488159787,0
0,0.265732103406995,0,0,3.55843063631977,0,0,0.494451212772426,0.529451740869472,0,0,0.909231890141842,0,0.751066940887844,0,0,0.0624614066784165,0
0,0,0,0,2.2695882862604,0,0,0.952860315128386,0.864744271871956,0,0,1.32403471325441,0,0.51504057585218,0,0,0.0320749737583878,0
0,0,0,0,0.975859731763459,0,0,1.00431353782227,1.37680287566153,0,0,1.18704880277482,0,0.526430930915955,0,0,0.0500894477505569,0
0,0,0,0.550072900566001,0.628685016345693,0,0.141104417834629,0,0,0,0,0.985383123986086,0,0.835422162194166,0,0,0.0284423679576212,0
0,0,0,0.589854785390224,0.284867942423978,0,0.0707843749739597,0.638975222583336,0,0,0,1.21153660079457,0,0,0,0,0.0892499506860481,0
0,0,0,1.54445678066837,0.222606618207124,0,0,0,0,0,0,0.953980946576754,0,0,0,0,0.132891304512059,0
0,0,0,1.17199717891615,0.453546187976629,0,0,0,0,0,0,1.13001944584687,0,0,0,0.692653212051032,0.0676766169008392,0
0,0,0,0,1.0193660339877,0,0,0.35415602595371,4.58736596493625,0,0,0.935618195004197,0,0,0,0.861651362448254,0.111470040401525,0
0.82707358051082,0,0.191717078777144,0,2.13288619230026,0,0,0.442224034593452,1.62321591903305,1.55193437512677,0,1.24809473226735,0,0,0,0,0.0313746001578275,0
1.14218607352517,0,0.409761815091756,0,1.63427140786056,0,0,0,0.899546534597213,0,0,1.17377627334716,0,0,0,0,0.0733513814058501,0
0.730903954552443,0,1.04765115290886,1.46750456184746,1.34869189399172,0,0,0.0549263141499786,0,0,0,0,0,0,0.212498785731671,0,0.100128917287668,0
0,0,1.64935471177511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916697488503014,0
0,0,1.45368985853049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150133969475758,0
1.70185005877039,0,0,0,0,0,0,0,1.9957581685916,0,0,0,0,0,0,0,0.112853456161785,0
2.49536917785767,0,0,0,0,1.31515848132945,0,0,0.918260598446714,0,0,0,0,0,0,0,0.1307985265099,0
2.00949328893041,0,0,0,0,2.06605696310492,0,0,0.854438605550156,0,0,0,0,0,0,0,0.0725616524038897,0
0.728480056445325,0,0,0,0,2.13551127496599,0,0,0,0,0,0,0,0,0,0,0.0918149291024422,0
0.790343859769608,0,0,0,0,1.95679944761312,0,0.0430065772799863,0,0.501296541733456,0,0,0,0,0,0,0.0828878105151423,0
1.01903430500627,0.0446885387482306,0,0,0,1.98996929063358,0,0,0,0.751253752600015,0,0,0,0,0,0,0.104753044523315,0
0.684860216624092,0,0,0,0.522264567583067,1.61670928207291,0,0,0,0.847463868421812,0,0,0,0,0,0,0.101840949423276,0
1.89799246901649,0,0,2.74266197638988,0,1.38571262431542,0,0.157779349452831,0,0.840809163825182,0,0,0,0,0,0,0.0956205475439514,0
2.31879043348167,0,0,1.52315126605325,0,1.84397439279528,0,0.148120599239265,0,1.06745268264844,0,0,0,0,0,0,0.0832407751263523,0
0,0,0,2.10440018568478,0,2.33449557113767,0,0,0,1.07972977134041,0,0,0,0,0,0,0.0855552417292068,0
0,0,0,1.28135884341703,0,2.26398092123673,0,0,0,1.53400277806587,0,0,0,0,0,0,0.0941075873118657,0
0,0,0,0.824599913433053,0.814963939481726,1.47903864599019,0,0,0,1.86921428108015,0,0,0,0,0,0,0.115420961055786,0
0,0,0,1.07018381787579,0.572634286385011,2.12520213233215,0,0,0,0,0,0,0,0,0,0,0.132152260329188,0
0,0,0,2.05453039012559,0.681829108060224,0,0,0,0,0,0,0,0,0,0,0,0.110588485702646,0
0,0,0,2.01988244233761,0.763350066697016,0,0,0,0,0,0,0,0,0,0,0,0.102363737885087,0
0,0,0,2.03636341477677,1.54289363329784,0,0,0,0,0,1.03766132505537,0,0,0,0,0,0.143583120873166,0
0,0,0,0.633257248571487,1.37844592702123,0,0,0,0,0,0.503331603488353,0,0,0,0,0,0.212494774955429,0
0,0,0,0,2.11386342253225,0,0,0,0,0,0,0,0,0,0,0,0.163113485641565,0
0,0,0,0,1.60080448753354,0,0,0,0,0,0,0,0,0,0,0,0.0989539736620667,0
0,0,0,0,1.13825349009919,0,0,0,0,0,0,0,0,0,0,0,0.0794855845304677,0
0,0,0,0,1.35858475940303,0,0,0.0958842946405547,0,0,0,0,0,0,0,0,0.0289113674630587,0
0,0,0,0,5.99196739317892,0,0,0.201879034392981,0,0,0,0,0,0,0,0,0.0398745313734886,0
0,0,0,0,3.39254654274991,0,0,0.218507775118131,0,0,0,0,0,0,0,0,0.0405797272009636,0
0,0,0,0,1.65515261012785,0,0,0,2.09891679503285,0,0.417087334342513,0,0,0,0,0,0.0514049815511711,0
0,0,0,0,1.33055915409339,0,0,0,1.7792961821069,0,0,0,0,0.0481905318204134,0,0,0.11979621242342,0
0,0,0,0,1.9525348331894,0,0,0,1.7693043354364,0,0,0,0,0.0960170927054562,0,0,0.211396111256591,0
0,0,0,0,1.70404874822139,0,0,0,2.07643983728764,0,0,0,1.4358058157853,0.158137706548613,0,0.223207095836954,0.0711286826583911,0
0,0,0,0,2.38280926239715,1.8967164492091,0,0,1.68990295590156,0,0,0,0,0.320386279768319,0,0,0.133738869174962,0
0,0,0,0,2.91753671295922,2.3942376008007,0,0.561749920928035,2.9718733151023,0,0,0,0,0,0,0,0.116785763764744,0
0,0,0,0,5.0005289422523,2.25844736941468,0,0.717000115582041,2.81319123190626,0,0.834830399839028,0,0,0,0,0,0.0797712141167994,0
0.389360656479582,0,0,0,3.44737883301285,1.55821688927582,0,0.614987001471772,2.47117072926614,0,2.13430238213445,0,0,0,0,0,0.135606399818485,0
0,0,0,0,3.13384276048979,1.42804216934472,0,0.394513129647176,2.66681605633066,0,3.00098305259031,0,0.370649662428655,0,0,0,0.105568990031118,0.135449595300757
0,0,0,0,2.50081720455759,0,0,1.1861582320042,1.98413034301893,0,3.04918783722073,0,0.673627742540053,1.40078391224083,0,0,0.0890771964562346,0.0717760868213425
0,0,0,0,4.56669704842139,0,0.413792578465033,1.53411785674573,2.47178569532076,0,1.88113641152629,0,0.928104123775735,0.707570451156077,0,0,0.0684891252955,0.110402176552174
0,0,0,0,2.9253734091788,0,0.300629705400672,1.01513291771398,0,0,0.922668214645069,0,3.53491602943472,0,0,0,0.0689660115315823,0
0,0,0,0,1.41322190323681,1.33473423497071,0.706760410821668,1.32648470853787,0,0,0.975404220155232,0,0,0,0,0,0.120208083724172,0
0,0.896448589937102,0,0,3.99632469036425,0,0.31149188796486,1.96521241330897,2.55454844951261,0,2.41715849638619,0,0,0,0.0723357281806757,0,0.150720513003537,0
0,2.36662023141806,0,0,0,0,0.256381812290699,1.20978163993101,1.45909400029237,0,2.22192852223335,0,0,0,0.0230802697808836,0,0.0954113740598124,0
0,2.0178817634725,0,0,0,0,0.219225880945136,1.4161674131657,1.033786829843,0,1.47677747462279,0,0,0,0.0601223351977326,0,0.137427366125308,0
0,0.825432406248891,0,0,0,0.656564316629869,0.246760455472675,1.39172728613938,0.721553824819717,0,1.5479570246049,0,0,0,0.115829487056399,0,0.108028601537084,0
0,0.562697760213281,0,0,0,0.644902225217045,0.232407415297709,1.6656087053532,1.15007171694423,0,1.68041675292502,0,0,0,0.158359561597517,0,0.0576995509646869,0
0.103125787275133,0.670931869874497,0,0,0,0,0.263669145742367,1.2597761573649,0.612653109093498,0,0.938975601066893,0,0,0,0.0931936125601969,0,0.174971579388318,0
0.0954161546455338,0.45650919779891,0,0.495662734271663,0,0,0.144945923325362,2.64043759696459,0.250629486959076,0,1.23422667378078,0,0,0,0.37794746626467,1.18662047668854,0.0815966264519238,0
0.133556151589559,0.540221495286657,0,0,0,0,0.359419668436033,1.46814606809457,0.224743696131039,0,0.505305692113578,0,0,0,0.213080636851665,1.55304243145469,0.0341187162314035,0
0.0905268454723608,0.357641433999081,0.0759159743122012,0,0,0,0.172587234474906,1.25570226771306,0.554538743956982,0,0.769722158443005,0,0,0,0.453109106034189,1.78920098776332,0.0267539872202789,0
0.118445432945073,0,0.12450812576657,0,0,0,0.297675546453419,2.29756627206249,0.443846503812966,0,1.13853349367162,0,0,0,0,1.52496219584078,0.0358196549796916,0
0.132538268293212,0.463354761206672,0.0895196692001474,0,0,0,0.280952120911465,1.57017789351064,0.610690483984754,1.17544576935323,0.782688372383623,0,0,0,0,1.52929918146988,0.0390334149693971,0
0,0.462083825468772,0.305234570421586,0,0,0,0,1.68222771250643,0.722047451561407,0.379283586286831,0,0.735604442726919,0,0,0,1.52136299498628,0.0380796393616713,0
0,0.552054703098114,0.325757211750954,0,0,0,0,1.67440678729974,0.565143754345605,0.407855554090967,0,0,0,0,0,1.76596415729073,0.052851872907386,0
0.0989060606078215,0.273824181041924,0.437881773764089,0,0,0,0,2.18029665600865,0.739894774977922,0.272151807805175,0,0,0,0,0,0,0.0566593362466861,0
0,0.292539451751292,0.395615041468971,0,0,0,0,2.17549563430724,0.761668215111886,0.247888722747192,0,0,0,0,0.857284432693206,0,0.0817018230296607,0
0,0,0.671122826749185,0,0,0,0,2.71229961603104,1.08293172503287,0,2.17005201727611,0,0,0,0.738077814417313,0,0.0364107277585034,0
0,0,0.693447576020535,0,0,0,0,2.4183317355108,1.11029275727443,0,0,0,0,0,1.51224417020724,0,0.0309701530211281,0
0,0,0.967045912588536,0,0,0,0,3.50616804592348,1.48892654584129,0,0,0,0,0,0.359845268318065,0,0.0266703553176667,0
0,0,0.992337238687717,0,0,0,0,3.59787332175695,0,0,0,0,0,0,0,0,0.0442420076345891,0
0,0,0.844838546356083,0,0,0,0,3.07473305242791,0,0,0,0,0,0,0,0,0.102430450875606,0
0,0.193205649921658,0.982862754811719,0,0,0,0,2.12056132688566,0,0,2.07976408428928,0.0548725439616541,1.07622005919158,0,0.109511415595292,0,0.106894003287728,0
0,0.329639347986395,0.961588951842886,0,0,0,0,0,0,0,0,0.0291892504089073,0.75432109196731,0,0.124360400484971,0,0.120767141441199,0
0,0.366181024618702,1.47426214449563,0,0,0,0,0,0,0,0,0.0454640580783098,0,0,0,0,0.0949536055211022,0
0,0.577241801683026,0.522373443315451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102657889688304,0
0,0.719834857780393,0.767240002676233,0,0,4.7632491965865,0,0,1.75999817211021,1.49684854959683,0,0,0,0,0.269952203271711,0,0.138643473539269,0
0,0.443097533770671,0.686825100647886,0,0,0,0,0,0,4.18682423914399,0,0,0,0,0.612652287122198,0,0.0921977905945216,0
0,0.298078072377824,0.637145779920347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102725281002738,0
0,0.212701298655847,0.85777114847722,0,0,2.31293911851489,0,0,0,1.51965190324474,0,0,0,0,0,0,0.103664018945757,0
0,0.183399784008908,0.710228367441411,0,0,0,0,0,0,1.15308888626509,0,0,0,1.39479605815313,0,0,0.151827159562172,0
0,0.260059817560304,0.798758018288053,0,0,0,0,0,0,0.984115824233788,0,0,0,0,0,0,0.136232786293924,0
0,0.692743004337784,0.706701373174592,0,0,0,0,0,0,0.89567617859137,0,0,0,0,0,0,0.176004930305521,0
0,0.731958419606015,0.806179783342812,0,0,0,0,0,0,0.840818406919786,0,0,0,0,0,0,0.206548605063552,0
0,1.04875421783202,1.11254117895632,0,0,0,0,0,0,0.999254673439005,0,0,0,0,0,0,0.0511341657193211,0
0,1.23316026731302,1.10107603108057,0,0,0,0,0,0,1.13738663465052,0,0,0,0,0,0,0.0323060477973513,0
0,1.1594466221983,0.642709933446554,0,0,0,0,0,0.395718942465498,1.57071464381014,0,0,0,0,0,0,0.0858073257521732,0
0,0.957600304626026,0.573537166900656,0,0,0,0,0,0,1.66700725895317,0,0,0,0,0,0,0.0596759438630106,0
0,0.787482038489197,0.419636456517243,0,0,0,0,0,0,2.68669511225883,0,0,0,0,0,0,0.0702917690421262,0
0,0.82196565231563,0.474404466976632,0,0,0,0,0,0,2.78773673135947,0,0,0,0,0,0,0.168695359979395,0
0,0.998472668085582,0.587500640315881,0,0,0,0,0,0,6.24824042864107,0,0,0,0,0,0,0.207993343549444,0
0,0.503406229354793,0.658351063225386,0,0,0,0,0,0,5.61041027350736,0,0,0,0,0,0,0.406633448410049,0
0,0.655831197244239,0.470199356804652,0,0,0,0,0,0,3.52153554297491,0,0,0,0,0,0,0.313533383068364,0
0,0.930627155081198,1.00377552421959,0,0,0,0,0,0,1.64481855628373,0,0,0,0,0,0,0.206104487782343,0
0,0.168131168266717,0.695033581349998,0,0,0,0,0,0,1.5368717453978,0.0812724145083093,0,0,0,0,0,0.477251304742284,0
0,0.247802140118765,0.701448109551783,0,0.253421753984864,0,0,0,0,0.831577256273326,0.11835192865209,0,0,0,0.0792317553185714,0,0.296591201858061,0
0,0.19543455220743,0.75060329413538,0,0.196484680372992,0,0,0.965958769756017,0,1.03433334781466,0,0,0,0,0,0,0.211280491704427,0
0,0.424756992235743,0.521535643777523,0,0.0697592865721379,0,0,0.348639520342441,0,0.925392166924366,0,0,0,0,0,0,0.148973621826357,0
0,0.506706098250724,0.414079558212393,0,0,0,0,0.49962082346443,0,1.22065930666217,0,0,0,0,0,0,0.194855384909601,0
0,0.51758016410849,0.555072768480383,0,0,0,0,0.480131640690545,0,0.664897135011141,0,0,0,0,0,0,0.112825290972734,0
0,0.460248935437053,0.573827857686563,0,0,0,0,0.626860965416603,0,1.07320226026876,0,0,0,0,0,0,0.133149073025527,0
0.686279045184824,1.12429166968153,0.318983209036296,0,0,0,0,0.313348123540096,0,1.74677918175097,0,0,0,0.457293711955359,0,2.37492176790907,0.133944069194579,0
0,0.563234580046243,0.582998053191647,0,0,0,0,0,0,3.81324482683576,0,0,0,0,0,0,0.0732620097764144,0
0,1.76690371152887,0.77867962980236,2.6700643119534,0,0,0,0,0,1.77363989645878,0,0,0,0,0.120389184145859,2.97473727235518,0.0684196992429922,0
0,1.47584935492185,0.614859534399666,5.90822065053423,0,0,0,0.91525414512494,0,2.72909371994916,0,0,0,0,0,2.06069671292625,0.20329506920742,0
0,1.18905188628632,0.923671570326406,2.48755219109344,0,0,0,0.775650396039352,0,1.31377569511948,0,0,0,0,0,1.24748805919434,0.227798901274929,0
0,3.22129090881609,1.15389381337443,1.29885960771322,0,0,0,1.38443050819459,1.95577983137747,0.980843958270965,0,0,0,0,0,2.14235507636936,0.0582675241305471,0
0,2.87911150649176,2.30414751072704,1.20017127497314,0,0,0,0,1.74172255951213,0.976491986739178,0,0,0,0,0,1.44356700596234,0.0972085152290949,0
0,1.85032746697402,1.17817787174983,1.93208479190433,0,0,0,0,1.84477981218811,0,0,0,0,0,0,0.875415682493699,0.142825606353107,0
0,1.9271870956784,1.36739259422255,1.23552841902428,0,0,0,0,0.902022500886357,0,0,0,0,0,0,0.620044955270811,0.22390291546748,0
0,0,1.71262622516446,1.51513320566248,0,0,0,0,0.341316519380949,0,0,0,0,0,0,1.16487066088161,0.168384210774931,0
0,0,0.703101186114489,2.66696762324957,0,0,0,2.35100925237739,0.288196938852324,0,0,0,0,0,0,0.960910864519533,0.246904008446223,0
0,0,0.431335167651312,2.94643818232933,0,0,0,2.93687118086821,0.253590209925062,0,0,0,0,0,0,1.68163894570241,0.266271724842016,0
0,0,1.44582549280368,1.80978301827577,0,0,0,1.14419275112447,0,0,0,0,0,0,0.298086497899687,1.46516226448519,0.11147637610511,0
0,0,0.688760146491885,0,0,0,0,0.779625455939354,0,0,0,0,0,0,0,0.774670536260207,0.0490603771735208,0
0,0,0.230115859517581,0,0,0,0,0.997630426866308,0,0,0.680340639809974,0,0,0,0,0.897305991778835,0.0659443101687294,0
0,0,0.453564617152928,1.08006268110535,0,0,0,1.19921399127837,0,0,0,0,0,2.31304431871816,0,0.785416725300327,0.0432187066063096,0
0,0,0.898841283239793,1.40528259835228,0,0,0,1.32230215730178,0,0,0,0,0,0,0,0,0.0200045702837588,0
0,0,0.696561828847994,0,0,0,0,0.546830317940229,0,0,1.14758981311688,0,0,0,0,0,0.0355879333774642,0
0,0,1.71981189744007,0,0,0,0,0.340666530785146,0,0,0,0,0,0,0,0,0.069284161868705,0
0,0,0.824764666718236,1.74922718648197,0,0,0,0.798677151561171,0,0,0,0,0,0,0,0,0.0456736561543621,0
0,0,0.43009166343164,1.94306137152914,0,0,0,0.537142137243349,0,0,0,0,0,0,0,0,0.0836065925648305,0
0,0,0.631022457588236,2.45835150683019,0,0,0,0.297664751837469,0,0,0,0,0,0,0,0.65410666388158,0.169519209574646,0
0,2.89273796465466,1.44566737516822,1.50770349760426,0,0,0,0.829317375715344,0,0,0,0,0,0,0,0.55051528511312,0.0999631077157791,0
0,1.15035147526537,1.07515055179304,2.46679625771337,0,0,0,0.636966381328471,0,0,0,0,0,0,0,1.2196675501945,0.0593288944731125,0
0,1.25396466528838,0.860949203978629,1.51063400427146,0,0,0,0.639014383537315,0,0,0,0,0,0.302469458532335,0,0.634344580758598,0.0770798372012177,0
0,0,0.959153518191873,1.92719742766281,0,0,0,0.69774429035166,0,0,0,0,0,0,0,0,0.103465322554469,0
0,0,0.567311088403621,0.573643388312716,0,0,0,0.680388171742468,0,0,0,0,0,0,0,0.377048227803853,0.13205339154842,0
0,0,1.14414206710499,0.648521052945075,0,0,0,1.087847123336,0,0,0,0,0,0,0,0.561477171779776,0.168723453223207,0
0,0,0.684751153520335,0.447401698640856,0,0,0,1.91622713604329,0,0.31127855637047,0,0,0,0,0,0.53649816984168,0.0695425457376873,0
0,0,0.331086668533136,0.351313661078973,0,0,0,0,0,0,0,0,0,0.479606146028938,0,0.562808940179702,0.0676142202339694,0.635198178597512
0,0,0.637037908570598,0.385772550162063,0,0,2.46343161298661,0,0,0,0,0,0.0357241755055561,0.661268543799757,0,0.969797743637383,0.0880707757325224,0.497323285316584
0,0,0.487186411390551,0.439191236974305,0,0,0,0,0,0,0,0,0.0846609476205283,0.298447344629163,0,1.16323830891826,0.0574603125520767,0.194764396406654
0,0,0.449956770333428,0.526619075060693,0,0,0,0,0,0,0,0,0.052282860313227,0.321215564453238,0,0.844390073267768,0.124083776862903,0
0,0,0.79799506386232,0.525261360111767,0,0,0,0,0,0.395756433714751,0,0,0.059778822382859,0.314170630070112,0,0.779295754232056,0.149453454021006,0
0,0,1.40234330666186,0.441339771205733,0,0,0,0,0,0.443453945451932,0,0,0,1.2498446358356,0,1.69737645921837,0.224571998718465,0
0,0,0.999868848524216,0.578418730580057,0,0,0,0,0,0.452415296654408,0,0,0,1.17979915743329,0.604506002967933,1.18418763828826,0.402281526259774,0
0,0,0.610591779113098,0.487166171155033,0,0,0,0,0,1.10965316560186,0,0,0,1.84468114320278,0.385854312214289,1.27383553156736,0.265174596233918,0
0,0,0.414041096703603,0.489117636672211,0,0,0,0,0,0.869751900322001,0,0,0,1.4183044636997,0,1.52972782784548,0.364265158530896,0
0,0,0.642615891995399,0.161444456831193,0,0,0,0,0,1.63578699788916,0,0,0,0.791327835667036,0,1.29420854125405,0.430873634421336,0
0,0,0.614552551894598,0,0,0,0,0,0,2.80239216899013,0,0,0,1.30535326630637,0,0.56406071073502,0.473299498057575,0
0,0,0.715798088978605,0,0,0,0,0,0,1.87913110771777,0,0,0,0.523466447061727,0,0.462782653464284,0.140143935581484,0
0,0,0.91349617669944,0,0,1.43457468487621,0,0,0,1.93382907618696,0.901603216878847,0,0,1.23269269386249,0,0.485198110397112,0.0859975555844179,0
0.170325736209109,0,0.428555654584633,0,0,0,0,0,0,2.46722822834665,0.727126698736768,0,0,1.39262162722915,0.139343974165946,0.501208040337771,0.0787594857376063,0
0.0797762028445446,0,0.300541113800551,0,0,0,0.106256335740053,0,0,1.67101667253516,2.15980009022288,0,0,1.39648973204662,0.0843490236941197,0.426130298784752,0.0825754199538896,0
0.16674849351038,0,0,0.782559687397419,0,0,0,0,0,1.0618081542858,2.61566396607593,0,0,1.84520190299676,0,0.56452494250682,0.0479259300184747,0
0.261825061977912,0,0,0.379622918234427,0.0279834647658649,0,0,0,0,1.39495304740364,2.68509259458069,1.23241339776165,0,1.23045979540682,0,0.720693895483737,0.0373395890465127,0
0,0.53314989012822,0.440268755718348,0.513150366988117,0.0196278346435389,0,0,0,0,3.66236345496744,1.40216669822469,2.31910558366592,0,1.23433382564625,0,0.491466908269927,0.0236249047057496,0
0,0,0.609310470210473,0.473700305077646,0,0,0,0,0,1.93381336328016,1.11130524835038,1.96030540223614,0,2.64894140159704,0,1.01622379720113,0.0388872812285939,0
0,0,0.659531294565327,0.845142918192616,0,0,0,0,0,1.31560388742202,0,4.30024397636368,0,1.74846687654896,0.105004666992226,0.74945100479963,0.0285951734137684,0
0,0,0.6731715824076,1.29847232522461,0,0,0,0,0,0.762857678897338,0,0,0,2.04565228264163,0.229357062933882,1.31593657409545,0.0253231847359635,0
0,0,0.734066797680139,0.950246104384622,0,0,0,0,0,1.00055048337637,0,0,0,3.21295220368536,0,1.61773003160425,0.033522795220795,0
0,0,1.3320796571064,1.65363597199562,0,0,0,0,5.96598444704534,0.506249580301281,0,0,0,3.07424441790602,0,0.927793345775548,0.0311549140050561,0
0,0,1.59184208793902,2.58739215296816,0,0,0,0,3.30147759419121,0.393374984502842,0,0,0,2.02050241035506,0,0.750602517383722,0.0380116451953994,0
0,0,1.75635197183786,5.63550147843963,0,0,0,0,2.38270367111814,0.953383336516036,0,0,0,1.09675724181587,0,0.756403179553614,0.0577502786852306,0
0,0,2.21957442054388,1.46916918439004,0,0,0,0,3.55954611079748,1.16833275817517,0,0,0,1.12468668189874,0.109871815190918,0.603003180128724,0.172354092222776,0
0,0,1.67965265684456,2.19066542331839,0,0,0,0,2.07548424201707,1.13463901838412,0,0,0,0.958814789251207,0.0306407046652426,0.387408227691089,0.160051808834055,0
0,0,3.44758989678132,1.58645808692811,0,0,0,0,3.88505040636762,0,0,0,0,1.38884212720357,0.0202405316163728,0.729881666183332,0.102123467323379,0
0.959968224823553,0,3.53465728397717,1.41327045645882,0,0,0,0,3.89476861070023,0,0,0,0,1.59318607920332,0.00815943507358913,0.531107561671795,0.209753779039328,0
0.915592137810433,0,1.3916945146106,2.53540507903384,0,0,0,0,8.26262713002744,1.0743820397194,0,0,0,1.92087932576227,0.0141823294509049,0.191368357334881,0.192401169733338,0
0.748575463912885,0,1.73099860253789,2.0832574036735,0,0,0,0,3.80799008193048,0.775296969446511,0,0,0,1.26908740970538,0,0.339755611256218,0.172759309322241,0
0.826132370726344,0,2.30769763652513,3.17257145516505,0,0,0,0,3.94692162206268,0.24202734924497,0,3.58643227169978,0,1.03143136071925,0,0,0.145116814035414,0
0.760921411538156,0,0.892142681012888,2.41138031031143,0,0,0,0,5.91807519410003,0,0,4.04372945067658,0,1.12135775213012,0,0.5338692810673,0.133174954415223,0
0.594380590149953,0,2.24106953465602,0.990007316778717,0,0,0,0,3.72781691293249,0,3.20743235756775,0,0,0.735776966808508,0,0.479754473768669,0.0974932258896697,0
0.863049867593525,0,4.37974978680053,0,0,0.26894306698654,0,0,2.86889757100128,0,0,0,0,0.492522399078564,0,0.466342797425658,0.111861276442815,0
0.671657189481861,0,4.7165884931032,0,0,0.306206201003261,0,0,3.00080747680611,0,0,0,0,0.790537382875085,0,0.368514955726944,0.073344751967807,0
1.73285691754447,0,0,0,0,0.242880793237132,0,0,1.41866634240392,0,0,0,0,0.720115054206669,0,0.522517772950993,0.0615466537587346,0
1.17485876581206,0,0,0,0,0.177983177219675,0,0,1.0839014462733,0,0,0,0,1.06496699725475,0.0398186793151323,0.580947149735656,0.0693815483770777,0
0.708708877766765,0,0,0,0,0.632193209216678,0,0,1.50522078395258,1.71451189336209,0,0,0,1.751371776162,0,0.514054982012134,0.117407437981082,0
0.396661412855393,0,0,0,0,1.00173981374094,0,0,2.02375329379106,0.801187374950277,0,0,0,1.89199871461573,0,0.583615031909134,0.110978665966909,0
